label,vars,var0_min,var0_max,var1_min,var1_max,value,stat_up,stat_down,syst_up,syst_down
Ele25_eta2p1_WPTight_Gsf,pt_eta,2.80000000000000000000e+01,3.00000000000000000000e+01,-1.56600000000000005862e+00,-1.44419999999999992824e+00,8.69715420423834650876e-01,3.53738839341473723654e-02,3.53738839341473723654e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,2.80000000000000000000e+01,3.00000000000000000000e+01,-1.44419999999999992824e+00,-1.10000000000000008882e+00,8.21650935239391921883e-01,2.06690665326475127295e-02,2.06690665326475127295e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,2.80000000000000000000e+01,3.00000000000000000000e+01,-1.10000000000000008882e+00,-8.00000000000000044409e-01,9.17455704781220293675e-01,2.26297737230291007293e-02,2.26297737230291007293e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,2.80000000000000000000e+01,3.00000000000000000000e+01,-8.00000000000000044409e-01,-5.99999999999999977796e-01,9.26303221087456662985e-01,2.36873400310029791349e-02,2.36873400310029791349e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,2.80000000000000000000e+01,3.00000000000000000000e+01,-5.99999999999999977796e-01,-4.00000000000000022204e-01,8.96112506382415907602e-01,2.33691133630498266982e-02,2.33691133630498266982e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,2.80000000000000000000e+01,3.00000000000000000000e+01,-4.00000000000000022204e-01,-2.00000000000000011102e-01,8.30703136261144781116e-01,2.28673658288143996642e-02,2.28673658288143996642e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,2.80000000000000000000e+01,3.00000000000000000000e+01,-2.00000000000000011102e-01,0.00000000000000000000e+00,7.92398199890512078269e-01,2.13294113058331881450e-02,2.13294113058331881450e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,2.80000000000000000000e+01,3.00000000000000000000e+01,0.00000000000000000000e+00,2.00000000000000011102e-01,7.77762058767475394916e-01,2.20716807252052012178e-02,2.20716807252052012178e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,2.80000000000000000000e+01,3.00000000000000000000e+01,2.00000000000000011102e-01,4.00000000000000022204e-01,8.44245800685131331242e-01,2.11591970746766513956e-02,2.11591970746766513956e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,2.80000000000000000000e+01,3.00000000000000000000e+01,4.00000000000000022204e-01,5.99999999999999977796e-01,8.98517352523419576826e-01,2.25750939522945913429e-02,2.25750939522945913429e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,2.80000000000000000000e+01,3.00000000000000000000e+01,5.99999999999999977796e-01,8.00000000000000044409e-01,9.38322271962757303854e-01,2.38462143669476191177e-02,2.38462143669476191177e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,2.80000000000000000000e+01,3.00000000000000000000e+01,8.00000000000000044409e-01,1.10000000000000008882e+00,9.13734232567975479533e-01,2.22412360480824106146e-02,2.22412360480824106146e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,2.80000000000000000000e+01,3.00000000000000000000e+01,1.10000000000000008882e+00,1.44419999999999992824e+00,8.20774903754847962034e-01,2.08403232191109732963e-02,2.08403232191109732963e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,2.80000000000000000000e+01,3.00000000000000000000e+01,1.44419999999999992824e+00,1.56600000000000005862e+00,8.42007559536233629593e-01,3.48404954034960412379e-02,3.48404954034960412379e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,2.80000000000000000000e+01,3.00000000000000000000e+01,1.56600000000000005862e+00,1.80000000000000004441e+00,8.32494120068523635325e-01,2.54220608436441265765e-02,2.54220608436441265765e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,2.80000000000000000000e+01,3.00000000000000000000e+01,1.80000000000000004441e+00,2.10000000000000008882e+00,8.31292402026490573341e-01,2.36576085218917209207e-02,2.36576085218917209207e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,3.00000000000000000000e+01,3.20000000000000000000e+01,-2.33333333333333348136e+00,-2.10000000000000008882e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,3.00000000000000000000e+01,3.20000000000000000000e+01,-2.10000000000000008882e+00,-1.80000000000000004441e+00,9.23468243314956138690e-01,2.57457246708093674681e-02,2.57457246708093674681e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,3.00000000000000000000e+01,3.20000000000000000000e+01,-1.80000000000000004441e+00,-1.56600000000000005862e+00,8.60379966556165554081e-01,2.32218896794004411865e-02,2.32218896794004411865e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,3.00000000000000000000e+01,3.20000000000000000000e+01,-1.56600000000000005862e+00,-1.44419999999999992824e+00,9.39305440758699261572e-01,3.93105425429462196352e-02,3.93105425429462196352e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,3.00000000000000000000e+01,3.20000000000000000000e+01,-1.44419999999999992824e+00,-1.10000000000000008882e+00,8.89473182758530156455e-01,2.15048872493922224591e-02,2.15048872493922224591e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,3.00000000000000000000e+01,3.20000000000000000000e+01,-1.10000000000000008882e+00,-8.00000000000000044409e-01,9.62587900660027973032e-01,2.26715032837597994797e-02,2.26715032837597994797e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,3.00000000000000000000e+01,3.20000000000000000000e+01,-8.00000000000000044409e-01,-5.99999999999999977796e-01,9.57045586844706974716e-01,2.41459441743493465060e-02,2.41459441743493465060e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,3.00000000000000000000e+01,3.20000000000000000000e+01,-5.99999999999999977796e-01,-4.00000000000000022204e-01,9.38290262693908361236e-01,2.24954309323709585045e-02,2.24954309323709585045e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,3.00000000000000000000e+01,3.20000000000000000000e+01,-4.00000000000000022204e-01,-2.00000000000000011102e-01,9.07110256313746643464e-01,2.23621272946648574909e-02,2.23621272946648574909e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,3.00000000000000000000e+01,3.20000000000000000000e+01,-2.00000000000000011102e-01,0.00000000000000000000e+00,8.66358815364306367179e-01,2.19053660933491781138e-02,2.19053660933491781138e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,3.00000000000000000000e+01,3.20000000000000000000e+01,0.00000000000000000000e+00,2.00000000000000011102e-01,8.58976357793458156209e-01,2.10526150431140403330e-02,2.10526150431140403330e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,3.00000000000000000000e+01,3.20000000000000000000e+01,2.00000000000000011102e-01,4.00000000000000022204e-01,9.08533841580474788024e-01,2.18603072975579945658e-02,2.18603072975579945658e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,3.00000000000000000000e+01,3.20000000000000000000e+01,4.00000000000000022204e-01,5.99999999999999977796e-01,9.33895828949978801248e-01,2.25532058434597705576e-02,2.25532058434597705576e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
